Field,Activity,Activity Description,Operation Seq,Component,Component Description,UOM,Quantity
G1,CEDE-H250-07,Job for  Mechanic Cummins engine model KTA38-G2A 250 hr service,30,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
G1,CEDE-H250-07,Job for  Mechanic Cummins engine model KTA38-G2A 250 hr service,90,1002500,"ELEMENT, FILTER, TYPE OIL SPIN ON, SIZE 118.62 X 249.2MM., MFG FLEETGUARD, P/N LF670",EA,4
G1,CEDE-H250-07,Job for  Mechanic Cummins engine model KTA38-G2A 250 hr service,100,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
G1,CEDE-H250-07,Job for  Mechanic Cummins engine model KTA38-G2A 250 hr service,110,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,1
G1,CEDE-H250-07,Job for  Mechanic Cummins engine model KTA38-G2A 250 hr service,140,1002516,"ELEMENT, FILTER, TYPE WATER, SPIN-ON, SIZE 93.73 X 137.92MM., FILTER RETENTION 60 MICRON, MATL CELLULOSE, MFG FLEETGUARD, P/N WF2076",PCS,4
G1,SLING-M03-01,Job for Mechanic and Contractor Sling 3 monthly service,1,P21828A,"COMPOUND, NO MODIFIER, TYPE Shell Gadus OG200(Cardiam)(Drum180kg)",PAI,1
G1,PIG-W06-01,Job for Operator Pipeline Pigging 6-weekly,20,P23404A,"PIG, CRISS CROSS SWAB 8"" RS-7 EXTRA LENGTH AT 533 mm.  WT/IBS 6.04 P/N 01-562-0856-U7",EA,1
G1,PIG-W06-01,Job for Operator Pipeline Pigging 6-weekly,20,P21939A,"PIG, REDSKIN SWAB 8"" RS-7 EXTRA LENGTH AT 533 MM. PE COATING ON TOP OF THE NOSE P/N 01-3802-0856-U7",EA,1
G1,PIG-W06-01,Job for Operator Pipeline Pigging 6-weekly,20,P23029A,"PIG, Poly foam pigs Dacon model PE/HD/NWB  High Density Cleaning Foam Pig 8.55"" dia x  21"" length (high density nylon wire brush  with nose closed)",EA,1
G1,VASP-Y01-02,Job for E&I Tech & Contractor Pressure relief valve pilot type annual  service,10,1006928,"VALVE, RELIEF, TYPE SAFETY, SET PRESS. 1150PSIG, INLET SIZE 1IN., CLASS 600, CONN RF, OULET SIZE 1IN. CLASS 150, CONN RF, MFG FARRIS, P/N 27CT33-320",SET,1
G1,VASP-Y01-02,Job for E&I Tech & Contractor Pressure relief valve pilot type annual  service,10,P23387A,"Gasket 150LB  size 1 ""Spiral wound  Hoop & Inner / outer 316SS, Filler : Graphite  API 601 - 0175"" THK",SET,1
G1,VASP-Y01-02,Job for E&I Tech & Contractor Pressure relief valve pilot type annual  service,10,P23389A,"Gasket600LB size 1"" Spiral wound  Hoop & Inner / outer 316SS, Filler : Graphite  API 601 - 0175"" THK",SET,1
G1,VAGA-M06-01,Job for Well Integrity WSVC X-MAS Tree Valves - 6 Monthly Inspection & Greasing,20,P23484A,"Grease, valve Lubicant, RS Clare 601, 18kg pail",PAI,3
G1,VASC-Y01-02,Job for E&I Tech & Contractor Pressure relief valve conventional type annual  service,60,1006927,"VALVE, RELIEF, TYPE SERIES 2600, SET PRESS. 800PSI, INLET SIZE 1IN. CLASS 600, CONN RF, OUTLET SIZE 2IN. CLASS 150, CONN RF, BODY MATL CS C/W BUG SCREEN, MFG FARRIS, P/N 26DU13L-120/SP",SET,1
G1,VASC-Y01-02,Job for E&I Tech & Contractor Pressure relief valve conventional type annual  service,60,P23387A,"Gasket 150LB  size 1 ""Spiral wound  Hoop & Inner / outer 316SS, Filler : Graphite  API 601 - 0175"" THK",SET,1
G1,VASC-Y01-02,Job for E&I Tech & Contractor Pressure relief valve conventional type annual  service,60,P23388A,"Gasket 300LB size 1"" Spiral wound  Hoop & Inner / outer 316SS, Filler : Graphite  API 601 - 0175"" THK",SET,1
G1,VASC-Y01-02,Job for E&I Tech & Contractor Pressure relief valve conventional type annual  service,60,P23389A,"Gasket600LB size 1"" Spiral wound  Hoop & Inner / outer 316SS, Filler : Graphite  API 601 - 0175"" THK",SET,1
G1,VASC-Y01-02,Job for E&I Tech & Contractor Pressure relief valve conventional type annual  service,60,P23390A,"Gasket size 2"" 150LB Spiral wound  Hoop & Inner / outer 316SS, Filler : Graphite  API 601 - 0175"" THK",SET,1
G1,VASC-Y01-02,Job for E&I Tech & Contractor Pressure relief valve conventional type annual  service,60,1006925,"VALVE, RELIEF, TYPE SERIES 2600, SET PRESS. 467PSI, INLET SIZE 1IN. CLASS 600, CONN RF, OUTLET SIZE 2IN CLASS 150, CONN RF, BODY MATL CS, MFG FARRIS, P/N 26DA13L-120",SET,1
G1,VASC-Y01-02,Job for E&I Tech & Contractor Pressure relief valve conventional type annual  service,60,1006926,DUPLICATE ITEM 1013945,SET,1
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P23232A,"LUBE OIL, CUMMINS PREMIUM BLUE 200L MFG: FLEETGUARD, P/N : 200L-CI4",DRM,1
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P20724A,"COOLANT, ES COMPLEAT 5GL MFG: FLEETGUARD, P/N : CC2848",PAI,1
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P20184A,"FILTER, LUBE OIL FILTER MFG: FLEETGUARD, P/N : LF3325",PCS,5
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P20183A,"FILTER, LUBE OIL FILTER MFG: FLEETGUARD, P/N : LF777",PCS,2
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P20279A,"SEPARATOR FILTER, 2020PM-OR  FUEL SEPARATOR REPLACEMENT ELEMENT RACOR PARKER 30 MICRON",PCS,3
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P20340A,"FILTER, FUEL SEPARATOR MFG: FLEETGUARD, P/N : FS1006",PCS,2
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P20181A,"FILTER, WATER FILTER MFG: FLEETGUARD, P/N : WF2076",PCS,2
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P20345A,"FILTER, AIR FILTER MFG: FLEETGUARD, P/N : AF25544",PCS,2
G1,CEDE-H250-02(1),Job for Mechanic & E&I Cummins engine model KTA-50-G3/G9 250 hr service,1,P20346A,"FILTER, AIR FILTER MFG: FLEETGUARD, P/N : AF25545",PCS,2
G1,CEDE-H250-05,Job for MTN Cummins engine model KTA-50-G9 250 hrs(with Eliminator) service,100,P20279A,"SEPARATOR FILTER, 2020PM-OR  FUEL SEPARATOR REPLACEMENT ELEMENT RACOR PARKER 30 MICRON",PCS,3
G1,CEDE-H250-05,Job for MTN Cummins engine model KTA-50-G9 250 hrs(with Eliminator) service,140,P20340A,"FILTER, FUEL SEPARATOR MFG: FLEETGUARD, P/N : FS1006",PCS,2
G1,CEDE-H250-05,Job for MTN Cummins engine model KTA-50-G9 250 hrs(with Eliminator) service,160,P20181A,"FILTER, WATER FILTER MFG: FLEETGUARD, P/N : WF2076",PCS,2
G1,CEDE-H250-05,Job for MTN Cummins engine model KTA-50-G9 250 hrs(with Eliminator) service,170,P20345A,"FILTER, AIR FILTER MFG: FLEETGUARD, P/N : AF25544",PCS,2
G1,CEDE-H250-05,Job for MTN Cummins engine model KTA-50-G9 250 hrs(with Eliminator) service,180,P20346A,"FILTER, AIR FILTER MFG: FLEETGUARD, P/N : AF25545",PCS,2
G1,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",40,P23232A,"LUBE OIL, CUMMINS PREMIUM BLUE 200L MFG: FLEETGUARD, P/N : 200L-CI4",DRM,1
G1,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",120,P20279A,"SEPARATOR FILTER, 2020PM-OR  FUEL SEPARATOR REPLACEMENT ELEMENT RACOR PARKER 30 MICRON",PCS,3
G1,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",150,P20340A,"FILTER, FUEL SEPARATOR MFG: FLEETGUARD, P/N : FS1006",PCS,2
G1,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",170,P20181A,"FILTER, WATER FILTER MFG: FLEETGUARD, P/N : WF2076",PCS,2
G1,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",180,P20345A,"FILTER, AIR FILTER MFG: FLEETGUARD, P/N : AF25544",PCS,2
G1,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",190,P20346A,"FILTER, AIR FILTER MFG: FLEETGUARD, P/N : AF25545",PCS,2
G1,CEDE-H2000-04,"Job for MTN Cummins engine model KTA-50-G9, 2000 hrs(Eliminator) service",110,P23762A,"OIL COOLER, KIT LUB OIL CLR CVN MFG: CUMMINS, P/N : 3633026",SET,1
G1,CEDE-H1000/Y02-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-2 Yearly or 1000 hr service,50,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,0
G1,CEDE-H1000/Y02-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-2 Yearly or 1000 hr service,170,1002622,"GREASE, INDUSTRIAL, TYPE MOBILUX EP 2, TEMP RTG -20 TO 130DEG.C, THICKENER LITHIUM, VISC RTG 160, COLOR BROWN, CONTAINER CAN 18L, MFG MOBIL, P/N MOBILUX EP2",PAI,0.2
G1,CEDE-H1000/Y02-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-2 Yearly or 1000 hr service,60,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G1,CEDE-H1000/Y02-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-2 Yearly or 1000 hr service,140,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G1,CEDE-H1000/Y02-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-2 Yearly or 1000 hr service,150,1007826,"ELEMENT, FILTER, TYPE AIR, AS-AIR, PRIMARY, MFG CATERPILLAR, P/N 4N-0015",EA,1
G1,CEDE-H1000/Y02-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-2 Yearly or 1000 hr service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
G1,CEDE-H1000/Y02-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-2 Yearly or 1000 hr service,170,1003486,"GREASE, TYPE GADUS S2 V220 2, TEMP RTG -20 TO 130 DEG C, THICKENER LITHIUM, VISC RTG 160, COLOR BROWN, CONTAINER CAN/18L, MFG SHELL, P/N GADUS S2 V220 2/18 L",PAI,0.2
G1,CEDE-H250/M06-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-6 Monthly or 250 hr service,60,1007828,DUPLICATE ITEM 1013313,EA,1
G1,CEDE-H250/M06-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-6 Monthly or 250 hr service,140,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G1,CEDE-H250/M06-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-6 Monthly or 250 hr service,50,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
G1,CEDE-H250/M06-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-6 Monthly or 250 hr service,150,1007826,"ELEMENT, FILTER, TYPE AIR, AS-AIR, PRIMARY, MFG CATERPILLAR, P/N 4N-0015",EA,1
G1,CEDE-H250/M06-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-6 Monthly or 250 hr service,60,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,1
G1,CEDE-H250/M06-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-6 Monthly or 250 hr service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
G1,CEDE-H250/M06-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-6 Monthly or 250 hr service,140,1014952,"FILTER, FUEL, TYPE PRIMARY, ELEMENT MATL A-F, MFG CATERPILLAR, P/N 9M-2342",EA,1
G1,CEDE-H1500-02,Job for  Mechanic Cummins engine model KTA38-G2A 1500 hr service,30,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
G1,CEDE-H1500-02,Job for  Mechanic Cummins engine model KTA38-G2A 1500 hr service,70,1002500,"ELEMENT, FILTER, TYPE OIL SPIN ON, SIZE 118.62 X 249.2MM., MFG FLEETGUARD, P/N LF670",EA,4
G1,CEDE-H1500-02,Job for  Mechanic Cummins engine model KTA38-G2A 1500 hr service,80,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,2
G1,CEDE-H1500-02,Job for  Mechanic Cummins engine model KTA38-G2A 1500 hr service,170,1002651,"ELEMENT, FILTER, TYPE FUEL/WATER SEPARATOR SPIN ON, SIZE 120.29 X 313MM., MFG FLEETGUARD, P/N FS1006",PCS,6
G1,CEDE-H1500-02,Job for  Mechanic Cummins engine model KTA38-G2A 1500 hr service,50,1002670,"GASKET, ENGINE, TYPE ROCKER LEVER COVER, MFG CUMMINS, P/N 4922219/4920076",PCS,12
G1,CEDE-H250-06,Job for Mechanic Caterpillar engine Model C9-250 hr service,50,1009031,DUPLICATE ITEM 1013313,EA,1
G1,CEDE-H250-06,Job for Mechanic Caterpillar engine Model C9-250 hr service,40,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
G1,CEDE-H250-06,Job for Mechanic Caterpillar engine Model C9-250 hr service,50,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,1
G1,CEDE-H250-06,Job for Mechanic Caterpillar engine Model C9-250 hr service,50,1010803,"FILTER, FUEL, TYPE ADVANCE EFFICIENCY, MFG CATERPILLAR, P/N 1R-0751",PCS,1
G1,CEDE-H250-06,Job for Mechanic Caterpillar engine Model C9-250 hr service,40,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,1
G1,PUCE-M01-02,Job for Mechanic  Pump Goulds Model LF3196-Monthly ervice,140,1003684,"OIL, INDUSTRIAL, TYPE TURBO T, VISC RTG 100, FLASH POINT >250DEG.C, CONTAINER PAIL PER 18L",PAI,0.2
G1,PUCE-M01-02,Job for Mechanic  Pump Goulds Model LF3196-Monthly ervice,140,1012931,"OIL, HYDRAULIC, SAE20, UNIVERSAL LUBRICANT AND HYDRAULIC OIL, ANTI MAGNEIC, CONTAINER 5L, MFG OMEGA, P/N 612-SAE20",GAL,0.5
G1,CEDE-H5000/Y10-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-10 Yearly or 5000 hr service,70,1007828,DUPLICATE ITEM 1013313,EA,1
G1,CEDE-H5000/Y10-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-10 Yearly or 5000 hr service,190,1002622,"GREASE, INDUSTRIAL, TYPE MOBILUX EP 2, TEMP RTG -20 TO 130DEG.C, THICKENER LITHIUM, VISC RTG 160, COLOR BROWN, CONTAINER CAN 18L, MFG MOBIL, P/N MOBILUX EP2",PAI,0.2
G1,CEDE-H5000/Y10-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-10 Yearly or 5000 hr service,60,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,1
G1,CEDE-H5000/Y10-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-10 Yearly or 5000 hr service,160,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G1,CEDE-H5000/Y10-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-10 Yearly or 5000 hr service,170,1007826,"ELEMENT, FILTER, TYPE AIR, AS-AIR, PRIMARY, MFG CATERPILLAR, P/N 4N-0015",EA,1
G1,CEDE-H5000/Y10-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-10 Yearly or 5000 hr service,70,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,1
G1,CEDE-H5000/Y10-01,Job for Mechanic Caterpillar Engine Model 3406C-DITA-DRY-10 Yearly or 5000 hr service,190,1003486,"GREASE, TYPE GADUS S2 V220 2, TEMP RTG -20 TO 130 DEG C, THICKENER LITHIUM, VISC RTG 160, COLOR BROWN, CONTAINER CAN/18L, MFG SHELL, P/N GADUS S2 V220 2/18 L",PAI,0.2
G1,PUCE-Y01-01,Job for Mechanic  Pump Goulds Model LF3196-Annual service,220,1003684,"OIL, INDUSTRIAL, TYPE TURBO T, VISC RTG 100, FLASH POINT >250DEG.C, CONTAINER PAIL PER 18L",PAI,1
G1,VACO-M03-01,Job for E&I Tech Master Fo Choke valve Model P2E BB -6 Monthly Service(Change frequency from 3 to 6 Monthly),70,1002116,"GREASE, HIGH-TREMP MULTIPURPOSE, TYPE JET LUBE, CASING DOPE, COLOR DARK BROWN, 3.5 GAL (50LB)/PAIL, MFG JET-LUBE, P/N 22114",EA,0.2
G1,VACO-M03-02,Job for E&I Tech Master Fo Choke valve Model P2E Manual -3 Monthly Service,70,1002116,"GREASE, HIGH-TREMP MULTIPURPOSE, TYPE JET LUBE, CASING DOPE, COLOR DARK BROWN, 3.5 GAL (50LB)/PAIL, MFG JET-LUBE, P/N 22114",EA,0.2
G1,VACO-Y04-01,Job for E&I Tech Master Fo Choke valve Model P2E BB -4 Yearly Service,111,1005592,"TRANSMITTER, TYPE PROXIMITY HART, OUTPUT RANGE 4-20MA, SUPPLY RATING 24VDC, MFG MASTER FLO, P/N 06346-035/10103765",SET,1
G1,VACO-Y04-01,Job for E&I Tech Master Fo Choke valve Model P2E BB -4 Yearly Service,70,1002116,"GREASE, HIGH-TREMP MULTIPURPOSE, TYPE JET LUBE, CASING DOPE, COLOR DARK BROWN, 3.5 GAL (50LB)/PAIL, MFG JET-LUBE, P/N 22114",EA,0.2
G1,VACO-Y04-01,Job for E&I Tech Master Fo Choke valve Model P2E BB -4 Yearly Service,95,1002116,"GREASE, HIGH-TREMP MULTIPURPOSE, TYPE JET LUBE, CASING DOPE, COLOR DARK BROWN, 3.5 GAL (50LB)/PAIL, MFG JET-LUBE, P/N 22114",EA,0.2
G1,VACO-Y04-02,Job for E&I Tech Master Fo Choke valve Model P2E Manual-4 Yearly Service,120,1005493,"SEAL, O-RING, TYPE MAN/ROTORY, INDUSTRY STANDARD P2E, MATL TEFLON, MFG MASTER FLO, P/N 21052-003/30100779",KIT,1
G1,VACO-Y04-02,Job for E&I Tech Master Fo Choke valve Model P2E Manual-4 Yearly Service,70,1002116,"GREASE, HIGH-TREMP MULTIPURPOSE, TYPE JET LUBE, CASING DOPE, COLOR DARK BROWN, 3.5 GAL (50LB)/PAIL, MFG JET-LUBE, P/N 22114",EA,0.2
G1,WHCP-M06-02,Job for E&I Tech Proserve  Wellhead Control Panel - 6 Monthly Service,52,1006364,"FILTER, OIL, MFG PARKER, P/N 12AT10CN25BBH",EA,1
G1,WHCP-M06-02,Job for E&I Tech Proserve  Wellhead Control Panel - 6 Monthly Service,46,1010191,"OIL, TYPE TELLUS S2 M46, FLASH POINT 220DEG, VISC RTG 37, CONTAINER PAIL 20L MFG SHELL, P/N TELLUS S2 M46/20 L",PAI,0.5
G1,WHCP-Y01-02,Job for E&I Tech Proserve  Wellhead Control Panel - Annual Service,52,1006364,"FILTER, OIL, MFG PARKER, P/N 12AT10CN25BBH",EA,1
G1,WHCP-Y01-02,Job for E&I Tech Proserve  Wellhead Control Panel - Annual Service,46,1010191,"OIL, TYPE TELLUS S2 M46, FLASH POINT 220DEG, VISC RTG 37, CONTAINER PAIL 20L MFG SHELL, P/N TELLUS S2 M46/20 L",PAI,1
G1,WHCP-Y02-01,Job for E&I Tech Proserve  Wellhead Control Panel - 2 Yearly Service,62,1006364,"FILTER, OIL, MFG PARKER, P/N 12AT10CN25BBH",EA,1
G1,WHCP-Y02-01,Job for E&I Tech Proserve  Wellhead Control Panel - 2 Yearly Service,56,1010191,"OIL, TYPE TELLUS S2 M46, FLASH POINT 220DEG, VISC RTG 37, CONTAINER PAIL 20L MFG SHELL, P/N TELLUS S2 M46/20 L",PAI,1
G1,WHCP-Y04-01,Job for E&I Tech Proserve  Wellhead Control Panel - 4 Yearly Service,62,1006364,"FILTER, OIL, MFG PARKER, P/N 12AT10CN25BBH",EA,1
G1,WHCP-Y04-01,Job for E&I Tech Proserve  Wellhead Control Panel - 4 Yearly Service,56,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,1
G1,CEDE-H250-08,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  250 hr service,90,1002516,"ELEMENT, FILTER, TYPE WATER, SPIN-ON, SIZE 93.73 X 137.92MM., FILTER RETENTION 60 MICRON, MATL CELLULOSE, MFG FLEETGUARD, P/N WF2076",PCS,1
G1,CEDE-H500-05,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  500 hr service,120,1007193,"DUPLICATED, PLEASE USE  ITEM 1007612",SET,1
G1,CEDE-H500-05,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  500 hr service,40,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,2
G1,CEDE-H500-05,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  500 hr service,160,1007190,"FILTER, FUEL, TYPE FUEL FILTER, MFG FLEETGUARD, P/N FS 19870",EA,6
G1,CEDE-H500-05,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  500 hr service,150,1007520,"ELEMENT, FILTER, FILTER RETENTION PRIMARY WATER SEPARATE, SIZE DIA 5IN., LG 12IN., MATL PAPER, TYPE ELE MAX PLUS, PRIMARY FILTER ELEMENT FROM DIESEL DAY TANK TO ENGINE, MFG FLEETGUARD, P/N FS 19763",PCS,6
G1,CEDE-H500-05,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  500 hr service,140,1002516,"ELEMENT, FILTER, TYPE WATER, SPIN-ON, SIZE 93.73 X 137.92MM., FILTER RETENTION 60 MICRON, MATL CELLULOSE, MFG FLEETGUARD, P/N WF2076",PCS,2
G1,CEDE-H500-05,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  500 hr service,120,1007612,"KIT, TYPE TEST KIT FOR COOLANT ADDITIVE ANALYSIS, MFG CUMMINS, P/N CC2602M",SET,1
G1,CEDE-H500-05,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  500 hr service,161,1007596,"FILTER, TYPE CENTRIFUGAL PAPER FILTER INSERT, MFG CUMMINS, P/N 4010887",EA,1
G1,CEDE-H1000-02,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1000 hr service,110,1007193,"DUPLICATED, PLEASE USE  ITEM 1007612",SET,1
G1,CEDE-H1000-02,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1000 hr service,40,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,2
G1,CEDE-H1000-02,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1000 hr service,150,1007190,"FILTER, FUEL, TYPE FUEL FILTER, MFG FLEETGUARD, P/N FS 19870",EA,6
G1,CEDE-H1000-02,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1000 hr service,140,1007520,"ELEMENT, FILTER, FILTER RETENTION PRIMARY WATER SEPARATE, SIZE DIA 5IN., LG 12IN., MATL PAPER, TYPE ELE MAX PLUS, PRIMARY FILTER ELEMENT FROM DIESEL DAY TANK TO ENGINE, MFG FLEETGUARD, P/N FS 19763",PCS,6
G1,CEDE-H1000-02,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1000 hr service,130,1002516,"ELEMENT, FILTER, TYPE WATER, SPIN-ON, SIZE 93.73 X 137.92MM., FILTER RETENTION 60 MICRON, MATL CELLULOSE, MFG FLEETGUARD, P/N WF2076",PCS,2
G1,CEDE-H1000-02,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1000 hr service,110,1007612,"KIT, TYPE TEST KIT FOR COOLANT ADDITIVE ANALYSIS, MFG CUMMINS, P/N CC2602M",SET,1
G1,CEDE-H1000-02,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1000 hr service,170,1007596,"FILTER, TYPE CENTRIFUGAL PAPER FILTER INSERT, MFG CUMMINS, P/N 4010887",EA,1
G1,CEDE-H1500-03,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1500 hr service,110,1007193,"DUPLICATED, PLEASE USE  ITEM 1007612",SET,1
G1,CEDE-H1500-03,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1500 hr service,170,1007192,DUPLICATE REPLACE BY 1004785,SET,1
G1,CEDE-H1500-03,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1500 hr service,40,1004411,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER DRUM 209L, MFG CUMMINS, P/N 200L-CI4",DRM,2
G1,CEDE-H1500-03,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1500 hr service,150,1007190,"FILTER, FUEL, TYPE FUEL FILTER, MFG FLEETGUARD, P/N FS 19870",EA,6
G1,CEDE-H1500-03,Job for  Mechanic Cummins engine model QSK78-G2A (Eliminator with Centinel)  1500 hr service,140,1007520,"ELEMENT, FILTER, FILTER RETENTION PRIMARY WATER SEPARATE, SIZE DIA 5IN., LG 12IN., MATL PAPER, TYPE ELE MAX PLUS, PRIMARY FILTER ELEMENT FROM DIESEL DAY TANK TO ENGINE, MFG FLEETGUARD, P/N FS 19763",PCS,6
